record_name,release_name,model,passed,repair_rounds,note
jk_flip_flop_pos_edge_sync_clear,jk_flip_flop_pos_edge_sync_clear,gpt-4o-mini,1,0,
jk_flip_flop_pos_edge_sync_clear,jk_flip_flop_pos_edge_sync_clear,o1-mini,1,0,
jk_flip_flop_pulse_triggered,jk_flip_flop_pulse_triggered,gpt-4,0,25,
jk_flip_flop_pulse_triggered,jk_flip_flop_pulse_triggered,gpt-4o,0,25,
jk_flip_flop_pulse_triggered,jk_flip_flop_pulse_triggered,gpt-4o-mini,0,25,
jk_flip_flop_pulse_triggered,jk_flip_flop_pulse_triggered,o1-mini,0,25,
Kmap1,Kmap1,gpt-4,1,4,
Kmap1,Kmap1,gpt-4o,1,16,
Kmap1,Kmap1,gpt-4o-mini,1,1,
Kmap1,Kmap1,o1-mini,1,0,
Kmap2,Kmap2_alt,gpt-4,0,25,
Kmap2,Kmap2_alt,gpt-4o,0,25,
Kmap2,Kmap2_alt,gpt-4o-mini,0,25,
Kmap2,Kmap2_alt,o1-mini,1,8,
Kmap3,Kmap3,gpt-4,1,0,
Kmap3,Kmap3,gpt-4o,0,25,
Kmap3,Kmap3,gpt-4o-mini,0,25,
Kmap3,Kmap3,o1-mini,1,6,
Kmap4,Kmap4,gpt-4,1,0,
Kmap4,Kmap4,gpt-4o,1,0,
Kmap4,Kmap4,gpt-4o-mini,1,0,
Kmap4,Kmap4,o1-mini,1,0,
left_shift_register,left_shift_register,gpt-4,1,0,
left_shift_register,left_shift_register,gpt-4o,1,0,
left_shift_register,left_shift_register,gpt-4o-mini,1,0,
left_shift_register,left_shift_register,o1-mini,1,0,
Lfsr32,Lfsr32,gpt-4,0,25,
Lfsr32,Lfsr32,gpt-4o,0,25,
Lfsr32,Lfsr32,gpt-4o-mini,0,25,
Lfsr32,Lfsr32,o1-mini,0,25,
lifo_synchronous,lifo_synchronous,gpt-4,1,2,
lifo_synchronous,lifo_synchronous,gpt-4o,1,0,
lifo_synchronous,lifo_synchronous,gpt-4o-mini,1,0,
lifo_synchronous,lifo_synchronous,o1-mini,1,0,
m2014_q4a,m2014_q4a,gpt-4,0,25,
m2014_q4a,m2014_q4a,gpt-4o,1,0,
m2014_q4a,m2014_q4a,gpt-4o-mini,0,25,
m2014_q4a,m2014_q4a,o1-mini,1,0,
m2014_q4b,m2014_q4b,gpt-4,0,25,
m2014_q4b,m2014_q4b,gpt-4o,0,25,
m2014_q4b,m2014_q4b,gpt-4o-mini,0,25,
m2014_q4b,m2014_q4b,o1-mini,0,25,
m2014_q4c,m2014_q4c,gpt-4,1,15,
m2014_q4c,m2014_q4c,gpt-4o,0,25,
m2014_q4c,m2014_q4c,gpt-4o-mini,0,25,
m2014_q4c,m2014_q4c,o1-mini,0,25,
m2014_q4h,m2014_q4h,gpt-4,1,0,
m2014_q4h,m2014_q4h,gpt-4o,1,0,
m2014_q4h,m2014_q4h,gpt-4o-mini,1,0,
m2014_q4h,m2014_q4h,o1-mini,1,0,
m2014_q6c,m2014_q6c_alt,gpt-4,1,,blank cell in source
m2014_q6c,m2014_q6c_alt,gpt-4o,0,25,
m2014_q6c,m2014_q6c_alt,gpt-4o-mini,0,25,
m2014_q6c,m2014_q6c_alt,o1-mini,1,3,
mealy_state_machine,mealy_state_machine,gpt-4,1,0,
mealy_state_machine,mealy_state_machine,gpt-4o,1,1,
mealy_state_machine,mealy_state_machine,gpt-4o-mini,1,11,
mealy_state_machine,mealy_state_machine,o1-mini,1,14,
Module_addsub_b,Module_addsub_b,gpt-4,1,6,
Module_addsub_b,Module_addsub_b,gpt-4o,1,0,
Module_addsub_b,Module_addsub_b,gpt-4o-mini,1,0,
Module_addsub_b,Module_addsub_b,o1-mini,1,1,
Module_b,Module_alt,gpt-4,0,25,
Module_b,Module_alt,gpt-4o,0,25,
Module_b,Module_alt,gpt-4o-mini,0,25,
Module_b,Module_alt,o1-mini,1,4,
Module_fadd_b,Module_fadd_b,gpt-4,1,2,
Module_fadd_b,Module_fadd_b,gpt-4o,1,0,
Module_fadd_b,Module_fadd_b,gpt-4o-mini,1,0,
Module_fadd_b,Module_fadd_b,o1-mini,1,2,
Module_name,,gpt-4,0,25,
Module_name,,gpt-4o,0,25,
Module_name,,gpt-4o-mini,0,25,
Module_name,,o1-mini,0,25,
Module_pos,,gpt-4,0,25,
Module_pos,,gpt-4o,0,25,
Module_pos,,gpt-4o-mini,0,25,
Module_pos,,o1-mini,0,25,
Module_shift,,gpt-4,0,25,
Module_shift,,gpt-4o,0,25,
Module_shift,,gpt-4o-mini,0,25,
Module_shift,,o1-mini,0,25,
Module_shift8_b,,gpt-4,0,25,
Module_shift8_b,,gpt-4o,0,25,
Module_shift8_b,,gpt-4o-mini,0,25,
Module_shift8_b,,o1-mini,0,25,
moore_state_machine,moore_state_machine,gpt-4,1,1,
moore_state_machine,moore_state_machine,gpt-4o,1,0,
moore_state_machine,moore_state_machine,gpt-4o-mini,1,0,
moore_state_machine,moore_state_machine,o1-mini,0,25,
Mt2015_eq2,Mt2015_eq2,gpt-4,1,0,
Mt2015_eq2,Mt2015_eq2,gpt-4o,1,0,
Mt2015_eq2,Mt2015_eq2,gpt-4o-mini,1,0,
Mt2015_eq2,Mt2015_eq2,o1-mini,1,0,
Mt2015_q4a,Mt2015_q4a,gpt-4,1,0,
Mt2015_q4a,Mt2015_q4a,gpt-4o,1,0,
Mt2015_q4a,Mt2015_q4a,gpt-4o-mini,1,0,
Mt2015_q4a,Mt2015_q4a,o1-mini,1,0,
mulri_booth_8bit,,gpt-4,1,1,
mulri_booth_8bit,,gpt-4o,1,0,
mulri_booth_8bit,,gpt-4o-mini,1,2,
mulri_booth_8bit,,o1-mini,1,1,
multi_16bit,multi_16bit,gpt-4,1,2,
multi_16bit,multi_16bit,gpt-4o,1,0,
multi_16bit,multi_16bit,gpt-4o-mini,1,1,
multi_16bit,multi_16bit,o1-mini,1,3,
multi_pipe_4bit,multi_pipe_4bit,gpt-4,1,6,
multi_pipe_4bit,multi_pipe_4bit,gpt-4o,1,0,
multi_pipe_4bit,multi_pipe_4bit,gpt-4o-mini,1,5,
multi_pipe_4bit,multi_pipe_4bit,o1-mini,1,1,
multi_pipe_8bit,multi_pipe_8bit,gpt-4,1,22,
multi_pipe_8bit,multi_pipe_8bit,gpt-4o,1,19,
multi_pipe_8bit,multi_pipe_8bit,gpt-4o-mini,1,20,
multi_pipe_8bit,multi_pipe_8bit,o1-mini,0,25,
Mux256to1v_b,Mux256to1v,gpt-4,1,0,
Mux256to1v_b,Mux256to1v,gpt-4o,1,0,
Mux256to1v_b,Mux256to1v,gpt-4o-mini,1,0,
Mux256to1v_b,Mux256to1v,o1-mini,1,0,
Mux256to1_b,Mux256to1,gpt-4,1,0,
Mux256to1_b,Mux256to1,gpt-4o,1,0,
Mux256to1_b,Mux256to1,gpt-4o-mini,1,0,
Mux256to1_b,Mux256to1,o1-mini,1,0,
Mux2to1v_b,Mux2to1v_b,gpt-4,1,0,
Mux2to1v_b,Mux2to1v_b,gpt-4o,1,0,
Mux2to1v_b,Mux2to1v_b,gpt-4o-mini,1,0,
Mux2to1v_b,Mux2to1v_b,o1-mini,1,0,
Mux2to1_b,Mux2to1_b,gpt-4,1,1,
Mux2to1_b,Mux2to1_b,gpt-4o,1,0,
Mux2to1_b,Mux2to1_b,gpt-4o-mini,1,0,
Mux2to1_b,Mux2to1_b,o1-mini,1,0,
Mux9to1v_b,Mux9to1v_b,gpt-4,1,0,
Mux9to1v_b,Mux9to1v_b,gpt-4o,1,0,
Mux9to1v_b,Mux9to1v_b,gpt-4o-mini,1,0,
Mux9to1v_b,Mux9to1v_b,o1-mini,1,0,
mux_4x1,mux_4x1,gpt-4,1,0,
mux_4x1,mux_4x1,gpt-4o,1,1,
mux_4x1,mux_4x1,gpt-4o-mini,1,0,
mux_4x1,mux_4x1,o1-mini,1,0,
mux_to_demux,mux_to_demux,gpt-4,1,0,
mux_to_demux,mux_to_demux,gpt-4o,1,0,
mux_to_demux,mux_to_demux,gpt-4o-mini,1,1,
mux_to_demux,mux_to_demux,o1-mini,1,0,
nand4,nand4,gpt-4,1,1,
nand4,nand4,gpt-4o,1,0,
nand4,nand4,gpt-4o-mini,1,0,
nand4,nand4,o1-mini,1,0,
nor2,nor2,gpt-4,1,0,
nor2,nor2,gpt-4o,1,0,
nor2,nor2,gpt-4o-mini,1,0,
nor2,nor2,o1-mini,1,0,
Norgate_b,Norgate_b,gpt-4,1,0,
Norgate_b,Norgate_b,gpt-4o,1,0,
Norgate_b,Norgate_b,gpt-4o-mini,1,0,
Norgate_b,Norgate_b,o1-mini,1,0,
not1,not1,gpt-4,1,0,
not1,not1,gpt-4o,1,0,
not1,not1,gpt-4o-mini,1,0,
not1,not1,o1-mini,1,0,
or2,or2,gpt-4,1,0,
or2,or2,gpt-4o,1,0,
or2,or2,gpt-4o-mini,1,0,
or2,or2,o1-mini,1,0,
parallel2serial,parallel2serial,gpt-4,0,25,
parallel2serial,parallel2serial,gpt-4o,1,0,
parallel2serial,parallel2serial,gpt-4o-mini,0,25,
parallel2serial,parallel2serial,o1-mini,1,3,
pe,pe,gpt-4,1,0,
pe,pe,gpt-4o,1,0,
pe,pe,gpt-4o-mini,1,0,
pe,pe,o1-mini,1,0,
Popcount255_b,Popcount255,gpt-4,1,1,
Popcount255_b,Popcount255,gpt-4o,1,0,
Popcount255_b,Popcount255,gpt-4o-mini,1,0,
Popcount255_b,Popcount255,o1-mini,1,0,
Popcount3,Popcount3,gpt-4,1,0,
Popcount3,Popcount3,gpt-4o,1,0,
Popcount3,Popcount3,gpt-4o-mini,1,0,
Popcount3,Popcount3,o1-mini,1,0,
priority_arbiter,priority_arbiter_alt,gpt-4,1,5,
priority_arbiter,priority_arbiter_alt,gpt-4o,0,25,
priority_arbiter,priority_arbiter_alt,gpt-4o-mini,0,25,
priority_arbiter,priority_arbiter_alt,o1-mini,0,25,
programable_8_bit_microprocessor,programable_8_bit_microprocessor,gpt-4,1,4,
programable_8_bit_microprocessor,programable_8_bit_microprocessor,gpt-4o,0,25,
programable_8_bit_microprocessor,programable_8_bit_microprocessor,gpt-4o-mini,1,3,
programable_8_bit_microprocessor,programable_8_bit_microprocessor,o1-mini,1,15,
pulse_detect,pulse_detect,gpt-4,1,8,
pulse_detect,pulse_detect,gpt-4o,0,25,
pulse_detect,pulse_detect,gpt-4o-mini,1,17,
pulse_detect,pulse_detect,o1-mini,1,13,
radix2_div,radix2_div_alt,gpt-4,0,25,
radix2_div,radix2_div_alt,gpt-4o,0,25,
radix2_div,radix2_div_alt,gpt-4o-mini,0,25,
radix2_div,radix2_div_alt,o1-mini,0,25,
RAM,RAM,gpt-4,1,1,
RAM,RAM,gpt-4o,1,0,
RAM,RAM,gpt-4o-mini,1,21,
RAM,RAM,o1-mini,1,0,
Reduction,Reduction,gpt-4,1,0,
Reduction,Reduction,gpt-4o,1,0,
Reduction,Reduction,gpt-4o-mini,1,0,
Reduction,Reduction,o1-mini,1,0,
review2015_count1k,review2015_count1k,gpt-4,0,25,
review2015_count1k,review2015_count1k,gpt-4o,0,25,
review2015_count1k,review2015_count1k,gpt-4o-mini,0,25,
review2015_count1k,review2015_count1k,o1-mini,0,25,
review2015_fancytimer,review2015_fancytimer,gpt-4,0,25,
review2015_fancytimer,review2015_fancytimer,gpt-4o,0,25,
review2015_fancytimer,review2015_fancytimer,gpt-4o-mini,0,25,
review2015_fancytimer,review2015_fancytimer,o1-mini,0,25,
review2015_fsm,review2015_fsm,gpt-4,0,25,
review2015_fsm,review2015_fsm,gpt-4o,0,25,
review2015_fsm,review2015_fsm,gpt-4o-mini,0,25,
review2015_fsm,review2015_fsm,o1-mini,0,25,
review2015_fsmseq,review2015_fsmseq,gpt-4,0,25,
review2015_fsmseq,review2015_fsmseq,gpt-4o,0,25,
review2015_fsmseq,review2015_fsmseq,gpt-4o-mini,0,25,
review2015_fsmseq,review2015_fsmseq,o1-mini,0,25,
review2015_fsmshift,review2015_fsmshift,gpt-4,0,25,
review2015_fsmshift,review2015_fsmshift,gpt-4o,0,25,
review2015_fsmshift,review2015_fsmshift,gpt-4o-mini,0,25,
review2015_fsmshift,review2015_fsmshift,o1-mini,1,10,
review2015_shiftcount,review2015_shiftcount,gpt-4,0,25,
review2015_shiftcount,review2015_shiftcount,gpt-4o,0,25,
review2015_shiftcount,review2015_shiftcount,gpt-4o-mini,0,25,
review2015_shiftcount,review2015_shiftcount,o1-mini,0,25,
right_shifter,right_shifter,gpt-4,1,0,
right_shifter,right_shifter,gpt-4o,1,0,
right_shifter,right_shifter,gpt-4o-mini,1,0,
right_shifter,right_shifter,o1-mini,1,0,
Ringer_b,Ringer,gpt-4,1,0,
Ringer_b,Ringer,gpt-4o,1,0,
Ringer_b,Ringer,gpt-4o-mini,1,0,
Ringer_b,Ringer,o1-mini,1,0,
Rule110,Rule110,gpt-4,0,25,
Rule110,Rule110,gpt-4o,0,25,
Rule110,Rule110,gpt-4o-mini,0,25,
Rule110,Rule110,o1-mini,0,25,
Rule90,Rule90,gpt-4,0,25,
Rule90,Rule90,gpt-4o,0,25,
Rule90,Rule90,gpt-4o-mini,0,25,
Rule90,Rule90,o1-mini,0,25,
Shift18,Shift18,gpt-4,0,25,
Shift18,Shift18,gpt-4o,0,25,
Shift18,Shift18,gpt-4o-mini,0,25,
Shift18,Shift18,o1-mini,0,25,
Shift4,Shift4,gpt-4,0,25,
Shift4,Shift4,gpt-4o,0,25,
Shift4,Shift4,gpt-4o-mini,0,25,
Shift4,Shift4,o1-mini,0,25,
signal_generator,signal_generator,gpt-4,0,25,
signal_generator,signal_generator,gpt-4o,0,25,
signal_generator,signal_generator,gpt-4o-mini,0,25,
signal_generator,signal_generator,o1-mini,0,25,
simple_8_bit_register,simple_8_bit_register,gpt-4,1,0,
simple_8_bit_register,simple_8_bit_register,gpt-4o,1,0,
simple_8_bit_register,simple_8_bit_register,gpt-4o-mini,1,0,
simple_8_bit_register,simple_8_bit_register,o1-mini,1,0,
simple_pipeline,simple_pipeline,gpt-4,1,0,
simple_pipeline,simple_pipeline,gpt-4o,1,0,
simple_pipeline,simple_pipeline,gpt-4o-mini,1,0,
simple_pipeline,simple_pipeline,o1-mini,1,0,
single_port_ram_synchronous,single_port_ram_synchronous,gpt-4,1,0,
single_port_ram_synchronous,single_port_ram_synchronous,gpt-4o,1,0,
single_port_ram_synchronous,single_port_ram_synchronous,gpt-4o-mini,1,0,
single_port_ram_synchronous,single_port_ram_synchronous,o1-mini,1,0,
sr_flip_flop,sr_flip_flop,gpt-4,1,0,
sr_flip_flop,sr_flip_flop,gpt-4o,1,0,
sr_flip_flop,sr_flip_flop,gpt-4o-mini,1,0,
sr_flip_flop,sr_flip_flop,o1-mini,1,1,
sr_latch,sr_latch,gpt-4,1,8,
sr_latch,sr_latch,gpt-4o,1,0,
sr_latch,sr_latch,gpt-4o-mini,1,0,
sr_latch,sr_latch,o1-mini,1,0,
Step_one,Step_one,gpt-4,1,0,
Step_one,Step_one,gpt-4o,1,0,
Step_one,Step_one,gpt-4o-mini,1,0,
Step_one,Step_one,o1-mini,1,0,
synchronizer,synchronizer,gpt-4,1,0,
synchronizer,synchronizer,gpt-4o,1,0,
synchronizer,synchronizer,gpt-4o-mini,1,0,
synchronizer,synchronizer,o1-mini,1,0,
Tb_and,,gpt-4,0,25,
Tb_and,,gpt-4o,0,25,
Tb_and,,gpt-4o-mini,0,25,
Tb_and,,o1-mini,0,25,
tff,,gpt-4,0,25,
tff,,gpt-4o,0,25,
tff,,gpt-4o-mini,0,25,
tff,,o1-mini,0,25,
Thermostat_b,Thermostat,gpt-4,1,0,
Thermostat_b,Thermostat,gpt-4o,1,0,
Thermostat_b,Thermostat,gpt-4o-mini,1,0,
Thermostat_b,Thermostat,o1-mini,1,0,
traffic_light,traffic_light,gpt-4,0,25,
traffic_light,traffic_light,gpt-4o,0,25,
traffic_light,traffic_light,gpt-4o-mini,0,25,
traffic_light,traffic_light,o1-mini,0,25,
Truethtable1_b,Truethtable1_b,gpt-4,1,0,
Truethtable1_b,Truethtable1_b,gpt-4o,1,0,
Truethtable1_b,Truethtable1_b,gpt-4o-mini,1,0,
Truethtable1_b,Truethtable1_b,o1-mini,1,0,
Vector100r,Vector100r,gpt-4,1,0,
Vector100r,Vector100r,gpt-4o,1,0,
Vector100r,Vector100r,gpt-4o-mini,1,1,
Vector100r,Vector100r,o1-mini,1,0,
Vector1_b,Vector1,gpt-4,1,0,
Vector1_b,Vector1,gpt-4o,1,0,
Vector1_b,Vector1,gpt-4o-mini,1,0,
Vector1_b,Vector1,o1-mini,1,0,
Vector2_b,Vector2_b,gpt-4,1,0,
Vector2_b,Vector2_b,gpt-4o,1,0,
Vector2_b,Vector2_b,gpt-4o-mini,1,0,
Vector2_b,Vector2_b,o1-mini,1,0,
Vector3_b,Vector3_b,gpt-4,1,1,
Vector3_b,Vector3_b,gpt-4o,1,0,
Vector3_b,Vector3_b,gpt-4o-mini,1,0,
Vector3_b,Vector3_b,o1-mini,1,0,
Vector4_b,Vector4,gpt-4,1,0,
Vector4_b,Vector4,gpt-4o,1,0,
Vector4_b,Vector4,gpt-4o-mini,1,0,
Vector4_b,Vector4,o1-mini,1,0,
Vector5_b,Vector5_b,gpt-4,1,5,
Vector5_b,Vector5_b,gpt-4o,1,0,
Vector5_b,Vector5_b,gpt-4o-mini,1,1,
Vector5_b,Vector5_b,o1-mini,1,0,
Vectorgates_b,Vectorgates,gpt-4,1,0,
Vectorgates_b,Vectorgates,gpt-4o,1,0,
Vectorgates_b,Vectorgates,gpt-4o-mini,1,0,
Vectorgates_b,Vectorgates,o1-mini,1,0,
Vectorr_b,Vectorr,gpt-4,1,0,
Vectorr_b,Vectorr,gpt-4o,1,0,
Vectorr_b,Vectorr,gpt-4o-mini,1,0,
Vectorr_b,Vectorr,o1-mini,1,0,
width_8to16,width_8to16,gpt-4,1,0,
width_8to16,width_8to16,gpt-4o,1,0,
width_8to16,width_8to16,gpt-4o-mini,1,0,
width_8to16,width_8to16,o1-mini,1,0,
Wire,Wire,gpt-4,1,0,
Wire,Wire,gpt-4o,1,0,
Wire,Wire,gpt-4o-mini,1,0,
Wire,Wire,o1-mini,1,0,
Wire4_b,Wire4_b,gpt-4,1,1,
Wire4_b,Wire4_b,gpt-4o,1,0,
Wire4_b,Wire4_b,gpt-4o-mini,1,0,
Wire4_b,Wire4_b,o1-mini,1,0,
Xnorgate_b,Xnorgate_b,gpt-4,1,1,
Xnorgate_b,Xnorgate_b,gpt-4o,1,1,
Xnorgate_b,Xnorgate_b,gpt-4o-mini,1,0,
Xnorgate_b,Xnorgate_b,o1-mini,1,0,
xor2,xor2,gpt-4,1,0,
xor2,xor2,gpt-4o,1,0,
xor2,xor2,gpt-4o-mini,1,0,
xor2,xor2,o1-mini,1,0,
Zero,Zero,gpt-4,1,0,
Zero,Zero,gpt-4o,1,0,
Zero,Zero,gpt-4o-mini,1,0,
Zero,Zero,o1-mini,1,0,
_ece241_2013_q4,ece241_2013_q4,gpt-4,0,25,
_ece241_2013_q4,ece241_2013_q4,gpt-4o,0,25,
_ece241_2013_q4,ece241_2013_q4,gpt-4o-mini,0,25,
_ece241_2013_q4,ece241_2013_q4,o1-mini,0,25,
